range	distance	target purity
0	0.21616748315	0.5
0	0.270209353938	0.5
0	0.324251224726	0.666666666667
0	0.378293095513	0.666666666667
0	0.432334966301	0.666666666667
0	0.486376837089	0.5
0	0.540418707876	0.6
0	0.594460578664	0.571428571429
0	0.648502449451	0.666666666667
0	0.702544320239	0.666666666667
0	0.756586191027	0.625
0	0.810628061814	0.625
0	0.864669932602	0.625
0	0.91871180339	0.62962962963
0	0.972753674177	0.62962962963
0	1.02679554496	0.607142857143
0	1.08083741575	0.59375
0	1.13487928654	0.666666666667
0	1.18892115733	0.652173913043
0	1.24296302812	0.652173913043
0	1.2970048989	0.647058823529
0	1.35104676969	0.666666666667
0	1.40508864048	0.652173913043
0	1.45913051127	0.643835616438
0	1.51317238205	0.61038961039
0	1.56721425284	0.6
0	1.62125612363	0.588235294118
0	1.67529799442	0.584269662921
0	1.7293398652	0.577319587629
0	1.78338173599	0.575757575758
0	1.83742360678	0.578431372549
0	1.89146547757	0.578431372549
0	1.94550734835	0.567307692308
0	1.99954921914	0.566037735849
0	2.05359108993	0.567567567568
0	2.10763296072	0.560344827586
0	2.1616748315	0.550847457627
0	2.21571670229	0.536585365854
0	2.26975857308	0.532258064516
0	2.32380044387	0.536
0	2.37784231466	0.52380952381
0	2.43188418544	0.52380952381
0	2.48592605623	0.53125
0	2.53996792702	0.515151515152
0	2.59400979781	0.488721804511
0	2.64805166859	0.477611940299
0	2.70209353938	0.481481481481
0	2.75613541017	0.470588235294
0	2.81017728096	0.445255474453
0	2.86421915174	0.445255474453
0	2.91826102253	0.427536231884
0	2.97230289332	0.427536231884
0	3.02634476411	0.427536231884
0	3.08038663489	0.405797101449
0	3.13442850568	0.405797101449
0	3.18847037647	0.405797101449
0	3.24251224726	0.398550724638
0	3.29655411805	0.374100719424
0	3.35059598883	0.359712230216
0	3.40463785962	0.345323741007
0	3.45867973041	0.345323741007
0	3.5127216012	0.345323741007
0	3.56676347198	0.338129496403
0	3.62080534277	0.302158273381
0	3.67484721356	0.302158273381
0	3.72888908435	0.302158273381
0	3.78293095513	0.302158273381
0	3.83697282592	0.302158273381
0	3.89101469671	0.302158273381
0	3.9450565675	0.302158273381
0	3.99909843828	0.302158273381
0	4.05314030907	0.302158273381
0	4.10718217986	0.287769784173
0	4.16122405065	0.287769784173
0	4.21526592143	0.287769784173
0	4.26930779222	0.287769784173
0	4.32334966301	0.287769784173
0	4.3773915338	0.287769784173
0	4.43143340459	0.287769784173
0	4.48547527537	0.287769784173
0	4.53951714616	0.287769784173
0	4.59355901695	0.287769784173
0	4.64760088774	0.287769784173
0	4.70164275852	0.287769784173
0	4.75568462931	0.273381294964
0	4.8097265001	0.273381294964
0	4.86376837089	0.273381294964
0	4.91781024167	0.273381294964
0	4.97185211246	0.273381294964
0	5.02589398325	0.273381294964
0	5.07993585404	0.273381294964
0	5.13397772482	0.273381294964
0	5.18801959561	0.273381294964
0	5.2420614664	0.273381294964
0	5.29610333719	0.273381294964
0	5.35014520797	0.273381294964
1	0.21616748315	0.5
1	0.270209353938	0.5
1	0.324251224726	0.5
1	0.378293095513	0.5
1	0.432334966301	0.6
1	0.486376837089	0.666666666667
1	0.540418707876	0.666666666667
1	0.594460578664	0.714285714286
1	0.648502449451	0.75
1	0.702544320239	0.75
1	0.756586191027	0.733333333333
1	0.810628061814	0.68
1	0.864669932602	0.692307692308
1	0.91871180339	0.7
1	0.972753674177	0.7
1	1.02679554496	0.666666666667
1	1.08083741575	0.666666666667
1	1.13487928654	0.63829787234
1	1.18892115733	0.62962962963
1	1.24296302812	0.614035087719
1	1.2970048989	0.587301587302
1	1.35104676969	0.611111111111
1	1.40508864048	0.602564102564
1	1.45913051127	0.59756097561
1	1.51317238205	0.574712643678
1	1.56721425284	0.573033707865
1	1.62125612363	0.576086956522
1	1.67529799442	0.574468085106
1	1.7293398652	0.574257425743
1	1.78338173599	0.563106796117
1	1.83742360678	0.560747663551
1	1.89146547757	0.56880733945
1	1.94550734835	0.550458715596
1	1.99954921914	0.544642857143
1	2.05359108993	0.543103448276
1	2.10763296072	0.55
1	2.1616748315	0.545454545455
1	2.21571670229	0.536
1	2.26975857308	0.531746031746
1	2.32380044387	0.53125
1	2.37784231466	0.507692307692
1	2.43188418544	0.507692307692
1	2.48592605623	0.507575757576
1	2.53996792702	0.492647058824
1	2.59400979781	0.477941176471
1	2.64805166859	0.452554744526
1	2.70209353938	0.43795620438
1	2.75613541017	0.442028985507
1	2.81017728096	0.427536231884
1	2.86421915174	0.427536231884
1	2.91826102253	0.398550724638
1	2.97230289332	0.398550724638
1	3.02634476411	0.398550724638
1	3.08038663489	0.398550724638
1	3.13442850568	0.391304347826
1	3.18847037647	0.391304347826
1	3.24251224726	0.391304347826
1	3.29655411805	0.352517985612
1	3.35059598883	0.338129496403
1	3.40463785962	0.338129496403
1	3.45867973041	0.338129496403
1	3.5127216012	0.330935251799
1	3.56676347198	0.330935251799
1	3.62080534277	0.323741007194
1	3.67484721356	0.323741007194
1	3.72888908435	0.323741007194
1	3.78293095513	0.323741007194
1	3.83697282592	0.323741007194
1	3.89101469671	0.323741007194
1	3.9450565675	0.323741007194
1	3.99909843828	0.323741007194
1	4.05314030907	0.323741007194
1	4.10718217986	0.323741007194
1	4.16122405065	0.323741007194
1	4.21526592143	0.323741007194
1	4.26930779222	0.323741007194
1	4.32334966301	0.323741007194
1	4.3773915338	0.323741007194
1	4.43143340459	0.323741007194
1	4.48547527537	0.323741007194
1	4.53951714616	0.323741007194
1	4.59355901695	0.323741007194
1	4.64760088774	0.323741007194
1	4.70164275852	0.323741007194
1	4.75568462931	0.280575539568
1	4.8097265001	0.280575539568
1	4.86376837089	0.280575539568
1	4.91781024167	0.280575539568
1	4.97185211246	0.280575539568
1	5.02589398325	0.280575539568
1	5.07993585404	0.280575539568
1	5.13397772482	0.280575539568
1	5.18801959561	0.280575539568
1	5.2420614664	0.280575539568
1	5.29610333719	0.280575539568
1	5.35014520797	0.273381294964
2	0.21616748315	0.5
2	0.270209353938	0.5
2	0.324251224726	0.75
2	0.378293095513	0.75
2	0.432334966301	0.833333333333
2	0.486376837089	0.714285714286
2	0.540418707876	0.625
2	0.594460578664	0.666666666667
2	0.648502449451	0.583333333333
2	0.702544320239	0.583333333333
2	0.756586191027	0.666666666667
2	0.810628061814	0.678571428571
2	0.864669932602	0.666666666667
2	0.91871180339	0.6875
2	0.972753674177	0.6875
2	1.02679554496	0.636363636364
2	1.08083741575	0.625
2	1.13487928654	0.6
2	1.18892115733	0.592592592593
2	1.24296302812	0.589285714286
2	1.2970048989	0.573770491803
2	1.35104676969	0.567164179104
2	1.40508864048	0.569444444444
2	1.45913051127	0.565789473684
2	1.51317238205	0.567901234568
2	1.56721425284	0.583333333333
2	1.62125612363	0.582417582418
2	1.67529799442	0.553191489362
2	1.7293398652	0.549019607843
2	1.78338173599	0.533980582524
2	1.83742360678	0.533333333333
2	1.89146547757	0.537735849057
2	1.94550734835	0.537735849057
2	1.99954921914	0.527272727273
2	2.05359108993	0.533898305085
2	2.10763296072	0.545454545455
2	2.1616748315	0.528455284553
2	2.21571670229	0.515625
2	2.26975857308	0.496124031008
2	2.32380044387	0.488372093023
2	2.37784231466	0.476923076923
